HTR4	Q13639
SHPRH	Q149N8
C10orf67	Q8IYJ2
TP53TG3	Q9ULZ0
EPYC	Q99645
TP53TG5	Q9Y2B4
LDLR	P01130
C10orf90	Q96M02
C10orf95	Q9H7T3
ADM2	Q7Z4H4
C10orf88	Q9H8K7
KLKB1	P03952
RPL10L	Q96L21
RPL10A	P62906
TTC21A	Q8NDW8
AAGAB	Q6PD74
ADNP	Q9H2P0
BRSK1	Q8TDC3
SLC26A2	P50443
BRSK2	Q8IWQ3
SLC26A1	Q9H2B4
IGHV4-59	P01825
HSPBP1	Q9NZL4
TTC21B	Q7Z4L5
SRGAP3	O43295
SRGAP2	O75044
SRGAP1	Q7Z6B7
YJU2	Q9BW85
SLC7A6OS	Q96CW6
SLC26A8	Q96RN1
SLC26A7	Q8TE54
SLC26A9	Q7LBE3
SLC26A4	O43511
SLC26A3	P40879
SLC26A6	Q9BXS9
SLC26A5	P58743
WDR1	O75083
WDR3	Q9UNX4
IGHV4-34	P06331
WDR4	P57081
IGHV4-39	P01824
WDR5	P61964
WDR6	Q9NNW5
WDR7	Q9Y4E6
TTC23L	Q6PF05
ADSL	P30566
RPL13A	P40429
TFDP1	Q14186
TFDP2	Q14188
TFDP3	Q5H9I0
ADSS	P30520
CISD1	Q9NZ45
CISD2	Q8N5K1
PPP2R2A	P63151
CISD3	P0C7P0
TP53AIP1	Q9HCN2
PPP2R1B	P30154
RPL18A	Q02543
PPP2R1A	P30153
SEPHS1	P49903
SEPHS2	Q99611
ICOSLG	O75144
GPR37L1	O60883
MAPK8IP2	Q13387
MAPK8IP3	Q9UPT6
MAPK8IP1	Q9UQF2
ZFAND2A	Q8N6M9
ZFAND2B	Q8WV99
NKAP	Q8N5F7
KRTAP9-7	A8MTY7
KRTAP9-4	Q9BYQ2
KRTAP9-3	Q9BYQ3
KRTAP9-2	Q9BYQ4
KRTAP9-1	A8MXZ3
GFRA1	P56159
GFRA3	O60609
GFRA2	O00451
KRTAP9-9	Q9BYP9
KRTAP9-8	Q9BYQ0
GFRA4	Q9GZZ7
CNEP1R1	Q8N9A8
NKD1	Q969G9
NKD2	Q969F2
SPTSSB	Q8NFR3
SPTSSA	Q969W0
KANSL1L	A0AUZ9
SH3BGR	P55822
ATP5PF	P18859
ATP5PD	O75947
MYEF2	Q9P2K5
ATP5PB	P24539
RAB11A	P62491
RAB11B	Q15907
ATP5PO	P48047
ITPRIP	Q8IWB1
DCAF8L1	A6NGE4
DCAF8L2	P0C7V8
HRASLS2	Q9NWW9
ALG14	Q96F25
ALG13	Q9NP73
ALG12	Q9BV10
ALG11	Q2TAA5
ALG10	Q5BKT4
OR52P1P	Q8NH57
HRASLS5	Q96KN8
ATP5MD	Q96IX5
FBLN7	XP_006712322
FBLN1	P23142
FBLN2	P98095
FBLN5	Q9UBX5
SCUBE2	Q9NQ36
SCUBE3	Q8IX30
SCUBE1	Q8IWY4
UAP1L1	Q3KQV9
RPRD1B	Q9NQG5
RPRD1A	Q96P16
ATP5MG	O75964
ATP5MF	P56134
ATP5ME	P56385
RHBDD3	Q9Y3P4
RHBDD2	Q6NTF9
RHBDD1	Q8TEB9
NKG7	Q16617
CRLS1	Q9UJA2
SOWAHC	Q53LP3
FBLL1	A6NHQ2
PPP2R5E	Q16537
MCF2L	O15068
RHBDF1	Q96CC6
MYEOV	Q96EZ4
RHBDF2	Q6PJF5
PPP2R5B	Q15173
PPP2R5A	Q15172
PPP2R5D	Q14738
PPP2R5C	Q13362
SOWAHA	Q2M3V2
STOML3	Q8TAV4
STOML2	Q9UJZ1
STOML1	Q9UBI4
ABRAXAS1	Q6UWZ7
LEF1	Q9UJU2
ETFDH	Q16134
ABRAXAS2	Q15018
PPP2R3C	Q969Q6
PPP2R3B	Q9Y5P8
PPP2R3A	Q06190
WEE1	P30291
WEE2	P0C1S8
PPP2R2C	Q9Y2T4
PPP2R2B	Q00005
PPP2R2D	Q66LE6
CKLF	Q9UBR5
PGAP1	Q75T13
CYBC1	Q9BQA9
PGAP2	Q9UHJ9
PGAP3	Q96FM1
CCBE1	Q6UXH8
MRTFB	Q9ULH7
MRTFA	Q969V6
PDZK1	Q5T2W1
HDHD5	Q9BXW7
HDHD2	Q9H0R4
PRAP1	Q96NZ9
HDHD3	Q9BSH5
CNBD1	Q8NA66
ETHE1	O95571
UQCRC1	P31930
SPARCL1	Q14515
UQCRC2	P22695
NYAP1	Q6ZVC0
NCAPG	Q9BPX3
SLC30A10	Q6XR72
NYAP2	Q9P242
NCAPH	Q15003
RHBDL3	P58872
RHBDL2	Q9NX52
RHBDL1	O75783
MYH7B	A7E2Y1
LRRC36	Q1X8D7
LRRC34	Q8IZ02
LRRC38	Q5VT99
LRRC39	Q96DD0
PTH1R	Q03431
LRRC32	Q14392
HSPB11	Q9Y547
LETM2	Q2VYF4
LRRC31	Q6UY01
NKRF	O15226
CGNL1	Q0VF96
LRRC47	Q8N1G4
LRRC45	Q96CN5
LRRC46	Q96FV0
PGAM1	P18669
LRRC49	Q8IUZ0
PGAM2	P15259
LRRC40	Q9H9A6
PTH2R	P49190
PTGR1	Q14914
PTGR2	Q8N8N7
LRRC41	Q15345
LRRC42	Q9Y546
VAMP8	Q9BV40
VAMP7	P51809
CKS2	P33552
PGAM4	Q8N0Y7
VAMP1	P23763
PGAM5	Q96HS1
VAMP4	O75379
LRRC3B	Q96PB8
VAMP5	O95183
LRRC3C	A6NJW4
VAMP2	P63027
LYPLAL1	Q5VWZ2
VAMP3	Q15836
KANK2	Q63ZY3
LRRC14	Q15048
LRRC15	Q8TF66
KANK1	Q14678
LRRC18	Q8N456
PTGS2	P35354
LRRC10	Q5BKY1
PRAM1	Q96QH2
PTGS1	P23219
EXTL2	Q9UBQ6
EXTL1	Q92935
LEO1	Q8WVC0
ANO10	Q9NW15
PRAME	P78395
YKT6	O15498
EXTL3	O43909
NKTR	P30414
LRRC25	Q8N386
LRRC26	Q2I0M4
LRRC23	Q53EV4
LRRC24	Q50LG9
LRRC29	Q8WV35
SMAGP	Q0VAQ4
LRRC27	Q9C0I9
LRRC28	Q86X40
LRRC20	Q8TCA0
LETM1	O95202
LRRC73	Q5JTD7
LRRC70	Q7Z2Q7
CRAMP1	Q96RY5
LRRC71	Q8N4P6
LCNL1	Q6ZST4
LEPR	P48357
SH3GLB1	Q9Y371
SH3GLB2	Q9NR46
ANAPC7	Q9UJX3
AKR1E2	Q96JD6
MRTO4	Q9UKD2
ANAPC4	Q9UJX5
ANAPC5	Q9UJX4
IGFALS	P35858
KANK4	Q5T7N3
ANAPC1	Q9H1A4
ANAPC2	Q9UJX6
LRRC58	Q96CX6
LRRC59	Q96AG4
LRRC56	Q8IYG6
LRRC57	Q8N9N7
LRRC52	Q8N7C0
LRRC4C	Q9HCJ2
LRRC4B	Q9NT99
LRRC69	Q6ZNQ3
LRRC61	Q9BV99
LRRC66	Q68CR7
LRRC63	Q05C16
SLC25A1	P53007
SLC25A3	Q00325
SLC25A2	Q9BXI2
PRB4	P10163
FCGR3A	P08637
FCGR3B	O75015
PRB1	P04280
PRB3	Q04118
PRB2	P02812
ERC1	Q8IUD2
ERC2	O15083
VEZF1	Q14119
SLC25A5	P05141
SLC25A4	P12235
SLC25A6	P12236
ERAS	Q7Z444
RETNLB	Q9BQ08
PRCC	Q92733
USH1C	Q9Y6N9
PRCP	P42785
IFI16	Q16666
SH3BP1	Q9Y3L3
SH3BP2	P78314
BEND3	Q5T5X7
SH3BP5	O60239
LRRC8C	Q8TDW0
SH3BP4	Q9P0V3
LRRC8D	Q7L1W4
BEND4	Q6ZU67
D2HGDH	Q8N465
LRRC8A	Q8IWT6
LRRC8B	Q6P9F7
BEND2	Q8NDZ0
BEND7	Q8N7W2
FCGR1A	P12314
FCGR1B	Q92637
BEND5	Q7L4P6
LRRC8E	Q6NSJ5
BEND6	Q5SZJ8
CYB5B	O43169
CYB5A	P00167
ERAP2	Q6P179
MBOAT7	Q96N66
ERAP1	Q9NZ08
MBOAT1	Q6ZNC8
MBOAT2	Q6ZWT7
RPL23A	P62750
MBOAT4	Q96T53
USH2A	O75445
FCGR2A	P12318
USH1G	Q495M9
PRC1	O43663
SMAP2	Q8WU79
FCGR2B	P31994
SMAP1	Q8IYB5
FCGR2C	P31995
PRF1	P14222
PREP	P48147
IFI35	P80217
ERFE	Q4G0M1
IFI30	P13284
CCAR2	Q8N163
CCAR1	Q8IX12
UBE2DNL	Q8IWF7
TM4SF5	O14894
TM4SF4	P48230
TM4SF1	P30408
EREG	O14944
SHTN1	A0MZ66
HIST2H3A	Q71DI3
IFI27	P40305
PREB	Q9HCU5
HIST2H3D	Q71DI3
HIST2H3C	Q71DI3
PRH2	P02810
PRH1	P02810
PGBD1	Q96JS3
PGBD2	Q6P3X8
PGBD3	Q8N328
PGBD4	Q96DM1
PGBD5	Q8N414
TSPAN9	O75954
ERI1	Q8IV48
TSPAN6	O43657
ERI2	A8K979
TSPAN7	P41732
ERI3	O43414
TSPAN4	O14817
TSPAN5	P62079
TSPAN2	O60636
TSPAN3	O60637
TSPAN1	O60635
HMGCLL1	Q8TB92
GTF2A1L	Q9UNN4
PRG2	P13727
IFI44	Q8TCB0
PRG4	Q92954
PRG3	Q9Y2Y8
ERAL1	O75616
RPL27A	P46776
AKR1B1	P15121
AKR1A1	P14550
AJAP1	Q9UKB5
PDZRN3	Q9UPQ7
PDZRN4	Q6ZMN7
PRKN	O60260
TMPRSS7	Q7RTY8
TMPRSS5	Q9H3S3
TMPRSS6	Q8IU80
TMPRSS3	P57727
AKR1D1	P51857
TMPRSS4	Q9NRS4
TMPRSS2	O15393
PRKX	P51817
HIST2H4A	P62805
RXRB	P28702
RXRA	P19793
HIST2H4B	P62805
PRKY	O43930
DGLUCY	Q7Z3D6
PRLH	P81277
RXRG	P48443
RFTN2	Q52LD8
TSNAX	Q99598
AKR1C1	Q04828
RFTN1	Q14699
AKR1C3	P42330
AKR1C2	P52895
AKR1C4	P17516
NLE1	Q9NVX2
CLGN	O14967
TEPSIN	Q96N21
BAALC	Q8WXS3
PRND	Q9UKY0
PRM2	P04554
PRM1	P04553
DIMT1	Q9UNQ2
SSU72	Q9NP77
PRLR	P16471
ERMN	Q8TAM6
ERN1	O75460
PLA2G15	Q8NCC3
PLA2G16	P53816
ERN2	Q76MJ5
PLA2G10	O15496
PROZ	P22891
MCHR1	Q99705
MCHR2	Q969V1
DEAF1	O75398
NPHP1	O15259
ISOC1	Q96CN7
CAMTA1	Q9Y6Y1
NPHP3	Q7Z494
CAMTA2	O94983
NPHP4	O75161
ISOC2	Q96AB3
PRPH	P41219
PRNP	P04156
CLK4	Q9HAZ1
CLK3	P49761
CLK2	P49760
CLK1	P49759
AFDN	P55196
PROC	P04070
PRR5	P85299
PRR4	Q16378
PRR7	Q8TB68
PRR3	P79522
AFF3	P51826
AFF4	Q9UHB7
AFF1	P51825
AFF2	P51816
PLA2G4F	Q68DD2
NCBP1	Q09161
PLA2G4D	Q86XP0
NCBP2	P52298
PLA2G4E	Q3MJ16
PLA2G4B	P0C869
PLA2G4C	Q9UP65
PLA2G4A	P47712
SSTR1	P30872
SSTR2	P30874
SSTR3	P32745
SSTR4	P31391
SSTR5	P35346
NCBP3	Q53F19
PLA2G1B	P04054
CRMP1	Q14194
CLN8	Q9UBY8
PTHLH	P12272
CLN6	Q9NWW5
CLN5	O75503
PRTG	Q2VWP7
CLN3	Q13286
CLMP	Q9H6B4
CLMN	Q96JQ2
OR4F29	Q6IEY1
OR4F21	O95013
PLA2G2F	Q9BZM2
S100G	P29377
PLA2G2D	Q9UNK4
PLA2G2E	Q9NZK7
PLA2G2A	P14555
S100B	P04271
UQCRHL	A0A096LP55
OR4F17	Q8NGA8
OR4F16	Q6IEY1
OR4F15	Q8NGB8
NPHS1	O60500
S100Z	Q8WXG8
NPHS2	Q9NP85
CLNK	Q7Z7G1
S100P	P25815
CLPB	Q9H078
RXFP4	Q8TDU9
BACH1	O14867
RXFP1	Q9HBX9
BACH2	Q9BYV9
RXFP2	Q8WXD0
RXFP3	Q9NSD7
HENMT1	Q5T8I9
OR2AE1	Q8NHA4
CLP1	Q92989
DIP2A	Q14689
DIP2B	Q9P265
DIP2C	Q9Y2E4
ACOT9	Q9Y305
ACOT8	O14734
ACOT7	O00154
HOGA1	Q86XE5
CLPX	O76031
NISCH	Q9Y2I1
DYNC1LI1	Q9Y6G9
DYNC1LI2	O43237
CLPS	P04118
CLPP	Q16740
ACOT2	P49753
ANOS1	P23352
ACOT1	Q86TX2
ACOT6	Q3I5F7
ACOT4	Q8N9L9
SYCP2L	Q5T4T6
HSPA4L	O95757
S100A16	Q96FQ6
S100A13	Q99584
S100A12	P80511
S100A14	Q9HCY8
S100A11	P31949
S100A10	P60903
NPLOC4	Q8TAT6
NCOR1P1	Q9H4R4
CLTC	Q00610
CLTB	P09497
LPCAT1	Q8NF37
CLTA	P09496
LFNG	Q8NES3
C17orf53	Q8N3J3
TNKS1BP1	Q9C0C2
C17orf50	Q8WW18
C17orf51	A8MQB3
CLUH	O75153
BACE1	P56817
BACE2	Q9Y5Z0
C17orf47	Q8NEP4
C17orf49	Q8IXM2
IGLV3-19	P01714
PHLPP2	Q6ZVD8
PHLPP1	O60346
TTC41P	Q6P2S7
HSPA14	Q0VDF9
HSPA13	P48723
IGLV3-25	P01717
IGLV3-27	P01718
C17orf75	Q9HAS0
IGLV3-21	P80748
OR2AG1	Q9H205
C17orf77	Q96MU5
OR2AG2	A6NM03
HSPA1L	P34931
BLCAP	P62952
RYBP	Q8N488
C17orf64	Q86WR6
LPCAT4	Q643R3
LPCAT3	Q6P1A2
LPCAT2	Q7L5N7
C17orf67	Q0P5P2
HSPA1B	P0DMV9
HSPA1A	P0DMV8
ATP8A2	Q9NTI2
ATP8A1	Q9Y2Q0
TUSC3	Q13454
TUSC2	O75896
TUSC1	Q2TAM9
C17orf97	Q6ZQX7
GYG2	O15488
GYG1	P46976
IGFBP1	P08833
IGFBP5	P24593
IGFBP4	P22692
IGFBP3	P17936
IGFBP2	P18065
C2orf27B	P0DPF6
C2orf27A	P0DPF5
C17orf82	Q86X59
C17orf80	Q9BSJ5
RASAL1	O95294
RASAL2	Q9UJF2
RASAL3	Q86YV0
PSAP	P07602
IGFBP7	Q16270
IGFBP6	P24592
ATP8B4	Q8TF62
ATP8B3	O60423
ATP8B2	P98198
ATP8B1	O43520
WFS1	O76024
GON4L	Q3T8J9
SCCPDH	Q8NBX0
ESAM	Q96AP7
PSCA	O43653
RNPEPL1	Q9HAU8
S100A7A	Q86SG5
PSD2	Q9BQI7
PSD4	Q8NDX1
PSD3	Q9NYI0
SH3D19	Q5HYK7
RTN4RL2	Q86UN3
RTN4RL1	Q86UN2
RPL37A	P61513
SLC24A2	Q9UI40
SLC24A1	O60721
SLC24A4	Q8NFF2
SLC24A3	Q9HC58
SFTPA2	Q8IWL1
UNC93B1	Q9H1C4
RPL36A	P83881
JAKMIP1	Q96N16
LAGE3	Q14657
JAKMIP2	Q96AA8
CMA1	P23946
RPL35A	P18077
SH3D21	A4FU49
CROCC	Q5TZA2
ESF1	Q9H501
SFTPA1	Q8IWL2
SLC24A5	Q71RS6
CMAS	Q8NFW8
SOGA3	Q5TF21
SOGA1	O94964
OR2A42	Q8NGT9
PTGDS	P41222
PTGDR	Q13258
SLC6A19	Q695T7
SLC6A18	Q96N87
CMC4	P56277
SLC6A17	Q9H1V8
LMAN1L	Q9HAT1
SLC6A16	Q9GZN6
SLC6A15	Q9H2J7
CMC2	Q9NRP2
SLC6A14	Q9UN76
CMC1	Q7Z7K0
SLC6A13	Q9NSD5
PSG1	P11464
SLC6A12	P48065
ACOD1	A6NK06
SLC6A11	P48066
PSG3	Q16557
CMBL	Q96DG6
PSG2	P11465
GBGT1	Q8N5D6
PSG9	Q00887
PSG8	Q9UQ74
PSG5	Q15238
PSG4	Q00888
PSG7	Q13046
PSG6	Q00889
LLGL1	Q15334
LLGL2	Q6P1M3
PTGES	O14684
PTGFR	P43088
GYPA	P02724
LMAN2L	Q9H0V9
GYPC	P04921
GYPB	P06028
MGST3	O14880
GYPE	P15421
MGST1	P10620
MGST2	Q99735
NMD3	Q96D46
SLC6A20	Q9NP91
LCN15	Q6UWW0
LCN12	Q6JVE5
NTSR1	P30989
NTSR2	O95665
OR2A25	A4D2G3
RPL39L	Q96EH5
SIGLEC16	A6NMB1
SIGLEC15	Q6ZMC9
SIGLEC14	Q08ET2
SIGLEC12	Q96PQ1
SIGLEC11	Q96RL6
SIGLEC10	Q96LC7
MEMO1	Q9Y316
NMBR	P28336
GKAP1	Q5VSY0
OR2A12	Q8NGT7
TCHHL1	Q5QJ38
OR2A14	Q96R47
RYR1	P21817
RYR2	Q92736
RYR3	Q15413
GYS2	P54840
GYS1	P13807
ZMYM1	Q5SVZ6
ESM1	Q9NQ30
ZMYM2	Q9UBW7
ZMYM3	Q14202
ZMYM4	Q5VZL5
ZMYM5	Q9UJ78
ZMYM6	O95789
GAS8-AS1	O95177
NME2	P22392
NME3	Q13232
NME4	O00746
NME5	P56597
NME1	P15531
RAD51B	O15315
RAD51D	O75771
RAD51C	O43502
NME6	O75414
NRN1L	Q496H8
NME7	Q9Y5B8
NME8	Q8N427
FMO6P	O60774
DNASE1L2	Q92874
DNASE1L3	Q13609
DNASE1L1	P49184
UQCR11	O14957
UQCR10	Q9UDW1
RAD54B	Q9Y620
ATP5F1A	P25705
ATP5F1B	P06576
RAD54L	Q92698
LCMT2	O60294
LY6G6C	O95867
LY6G6D	O95868
LCMT1	Q9UIC8
LY6G6F	Q5SQ64
SUZ12	Q15022
ERBIN	Q96RT1
ATP5F1C	P36542
ATP5F1D	P30049
ATP5F1E	P56381
LY6G5B	Q8NDX9
PRAG1	Q86YV5
ESPN	B1AK53
CMIP	Q8IY22
KNTC1	P50748
PSPH	P78330
MYH15	Q9Y2K3
MYH16	Q9H6N6
KCTD1	Q719H9
KCTD2	Q14681
KCTD3	Q9Y597
KCTD4	Q8WVF5
KCTD5	Q9NXV2
KCTD6	Q8NC69
KCTD7	Q96MP8
KCTD8	Q6ZWB6
KCTD9	Q7L273
CSF2RB	P32927
CSF2RA	P15509
ESS2	Q96DF8
AGER	Q15109
PDZD4	Q76G19
PDZD3	Q86UT5
PDZD2	O15018
MYH13	Q9UKX3
MYH14	Q7Z406
MYH11	P35749
PDZD9	Q8IXQ8
MYH10	P35580
PDZD8	Q8NEN9
PDZD7	Q9H5P4
SMAD2	Q15796
SMAD1	Q15797
SMAD4	Q13485
SMAD3	P84022
PSPN	O60542
SMAD9	O15198
IFT122	Q9HBG6
SMAD6	O43541
ESR1	P03372
SMAD5	Q99717
ESR2	Q92731
SMAD7	O15105
TXNRD3NB	Q6F5E7
PSTK	Q8IV42
PTGIR	P43119
PTGIS	Q16647
RASA4B	C9J798
LMNTD1	Q8N9Z9
LMNTD2	Q8IXW0
TRNAU1AP	Q9NX07
MIR1-1HG	Q9H1L0
UACA	Q9BZF9
NCALD	P61601
ERBB3	P21860
ERBB4	Q15303
MLANA	Q16655
ERBB2	P04626
BPNT1	O95861
NCAM1	P13591
ROMO1	P60602
NCAM2	O15394
LGI1	O95970
NEGR1	Q7Z3B1
LGI4	Q8N135
PRAF2	O60831
LGI3	Q8N145
LGI2	Q8N0V4
NAP1L3	Q99457
NAP1L2	Q9ULW6
NAP1L1	P55209
NAP1L5	Q96NT1
NAP1L4	Q99733
FMNL3	Q8IVF7
FMNL1	O95466
FMNL2	Q96PY5
ALOX5AP	P20292
IFT172	Q9UG01
FAM110A	Q9BQ89
ZC3H12D	A2A288
ZC3H12C	Q9C0D7
FAM110C	Q1W6H9
ZC3H12A	Q5D1E8
FAM110B	Q8TC76
SMCO3	A2RU48
CKMT1B	P12532
SMCO4	Q9NRQ5
SMCO1	Q147U7
ESX1	Q8N693
CH25H	O95992
ZC3H11A	O75152
MPPE1	Q53F39
MEPCE	Q7L2J0
LYPD1	Q8N2G4
LYPD2	Q6UXB3
LYPD3	O95274
LYPD4	Q6UWN0
LYPD5	Q6UWN5
LYPD6	Q86Y78
DEDD2	Q8WXF8
LYPD8	Q6UX82
AGMO	Q6ZNB7
JAG2	Q9Y219
JAG1	P78504
LNPEP	Q9UIQ6
FAM111B	Q6SJ93
FAM111A	Q96PZ2
AGO3	Q9H9G7
AGO4	Q9HCK5
AGO1	Q9UL18
AGO2	Q9UKV8
NMT1	P30419
NMT2	O60551
MRVI1	Q9Y6F6
LGMN	Q99538
JAK2	O60674
JAK3	P52333
JAK1	P23458
IFT140	Q96RY7
MAMDC2	Q7Z304
SDHAF2	Q9NX18
SDHAF3	Q9NRP4
SDHAF1	A6NFY7
AGPS	O00116
SDHAF4	Q5VUM1
TP53I13	Q8NBR0
SPESP1	Q6UW49
FAM117B	Q6P1L5
FAM117A	Q9C073
AGR2	O95994
AGR3	Q8TD06
TP53I11	O14683
JAM2	P57087
JAM3	Q9BX67
CKMT1A	P12532
DCBLD1	Q8N8Z6
DCBLD2	Q96PD2
CCDC9	Q9Y3X0
CCDC8	Q9H0W5
CCDC7	Q96M83
CCDC6	Q16204
AGRP	O00253
AGRN	O00468
LGR6	Q9HBX8
LGR5	O75473
LGR4	Q9BXB1
GZF1	Q9H116
ATP12A	P54707
CYSRT1	A8MQ03
FAM118A	Q9NWS6
ATP11C	Q8NB49
ATP11B	Q9Y2G3
ATP11A	P98196
FAM118B	Q9BPY3
JAML	Q86YT9
LGSN	Q5TDP6
UQCRB	P14927
UAP1	Q16222
UQCRH	P07919
ARL17B	Q8IVW1
ARL17A	Q8IVW1
ZNF840P	A6NDX5
KRTAP4-4	Q9BYR3
KHDC4	Q7Z7F0
KRTAP4-2	Q9BYR5
KRTAP4-1	Q9BYQ7
KRTAP4-7	Q9BYR0
KRTAP4-5	Q9BYR2
SH3BP5L	Q7L8J4
UQCRQ	O14949
PTEN	P60484
ETFA	P13804
ETFB	P38117
PTER	Q96BW5
SMCR8	Q8TEV9
ETF1	P62495
AGXT	P21549
ATP10D	Q9P241
ATP10B	O94823
ATP10A	O60312
PTH2	Q96A98
ARL13B	Q3SXY8
ARL13A	Q5H913
NNAT	Q16517
SEPT10	Q9P0V9
SEPT11	Q9NVA2
SEPT12	Q8IYM1
POTEB2	NP_001264232
POTEB3	A0JP26
GZMA	P12544
CNBP	P62633
GZMB	P10144
SEPT14	Q6ZU15
GZMH	P20718
GZMK	P49863
GZMM	P51124
OCIAD1	Q9NX40
OCIAD2	Q56VL3
ANPEP	Q59E93
C6orf106	Q9H6K1
C6orf120	Q7Z4R8
C6orf118	Q5T5N4
ROPN1	Q9HAT0
MED12L	Q86YW9
DECR2	Q9NUI1
DECR1	Q16698
PTK6	Q13882
CNFN	Q9BYD5
PTK2	Q05397
MED13L	Q71F56
NDUFAF8	A1L188
NDUFAF6	Q330K2
NDUFAF7	Q7L592
PTK7	Q13308
NDUFAF4	Q9P032
NDUFAF5	Q5TEU4
NDUFAF2	Q8N183
NDUFAF3	Q9BU61
NDUFAF1	Q9Y375
SPAG16	Q8N0X2
SPAG17	Q6Q759
SPATC1L	Q9H0A9
MTRNR2L8	NP_001177631
MTRNR2L1	P0CJ68
PTMS	P20962
MT-ATP6	P00846
SYNCRIP	O60506
PPP3CA	Q08209
PPP3CB	P16298
PPP3CC	P48454
C6orf163	Q5TEZ5
CTTNBP2NL	Q9P2B4
ARHGEF9	O43307
ARHGEF3	Q9NR81
ARHGEF4	Q9NR80
ARHGEF1	Q92888
ARHGEF2	Q92974
ARHGEF7	Q14155
PTMA	P06454
ARHGEF5	Q12774
ARHGEF6	Q15052
AHCY	P23526
PTPA	Q15257
FILIP1L	Q4L180
C6orf141	Q5SZD1
SPRYD3	Q8NCJ5
SPRYD4	Q8WW59
SPRYD7	Q5W111
MT-ATP8	P03928
RP1L1	Q8IWN7
NDUFAB1	O14561
NEK10	Q6ZWH5
C6orf136	Q5SQH8
C6orf132	Q5T0Z8
NEK11	Q8NG66
PRDM8	Q9NQV8
PRDM7	Q9NQW5
PRDM9	Q9NQV7
PRDM4	Q9UKN5
PRDM6	Q9NQX0
PRDM5	Q9NQX1
PRDM2	Q13029
PRDM1	O75626
CELSR1	Q9NYQ6
ETS1	P14921
CELSR2	Q9HCU4
ETS2	P15036
CELSR3	Q9NYQ7
POTEKP	Q9BYX7
GNPTAB	Q3T906
SLFN12	Q8IYM2
SLFN11	Q7Z7L1
SLFN14	P0C7P3
SULT6B1	Q6IMI4
NNMT	P40261
PLGRKT	Q9HBL7
NDUFB10	O96000
UBA7	P41226
NDUFB11	Q9NX14
UBA6	A0AVT1
UBA5	Q9GZZ9
SLC41A2	Q96JW4
SLC41A3	Q96GZ6
SLC41A1	Q8IVJ1
CNN3	Q15417
CNN2	Q99439
CNN1	P51911
CNMD	O75829
AHI1	Q8N157
UBA3	Q8TBC4
UBA2	Q9UBT2
UBA1	P22314
PODXL2	Q9NZ53
ACOXL	Q9NUZ1
SIGLECL1	Q8N7X8
ETV1	P50549
ETV2	O00321
ETV3	P41162
ETV4	P43268
ETV5	P41161
ETV6	P41212
ETV7	Q9Y603
ACOX2	Q99424
ACOX1	Q15067
PTGES3L	E9PB15
ACOX3	O15254
KRTAP21-2	Q3LI59
CNR2	P34972
CNR1	P21554
BNIP1	Q12981
PTK2B	Q14289
BNIP2	Q12982
PRPS1L1	P21108
NIPSNAP3A	Q9UFN0
BNIP3	Q12983
TSPO2	Q5TGU0
ERCC3	P19447
ERCC4	Q92889
ERCC1	P07992
ERCC2	P18074
ERCC8	Q13216
ERCC5	P28715
PTX3	P26022
ERCC6	Q03468
BNIPL	Q7Z465
PI4K2B	Q8TCG2
CNTF	P26441
FAM122B	Q7Z309
FAM122A	Q96E09
CNST	Q6PJW8
FAM122C	Q6P4D5
LUC7L	Q9NQ29
PI4K2A	Q9BTU6
BCL10	O95999
FAM124B	Q9H5Z6
FAM124A	Q86V42
LHPP	Q9H008
NDFIP2	Q9NV92
NDFIP1	Q9BT67
ARL2BP	Q9Y2Y0
NANOGNB	Q7Z5D8
IFIH1	Q9BYX4
UBL5	Q9BZL1
UBL3	O95164
RAB5IF	Q9BUV8
UBL7	Q96S82
AHSG	P02765
FAM126B	Q8IXS8
FAM126A	Q9BYI3
LINC00846	Q9NV44
AHRR	A9YTQ3
NANOGP8	Q6NSW7
FAM129A	Q9BZQ8
FAM129C	Q86XR2
FAM129B	Q96TA1
PPP1R2	P41236
RPS15A	P62244
PPP1R7	Q15435
UBN2	Q6ZU65
PPP1R8	Q12972
UBN1	Q9NPG3
AHSP	Q9NZD4
WHRN	Q9P202
CPSF4L	A6NMK7
POGLUT1	Q8NBL1
UBP1	Q9NZI7
PPP1CB	P62140
PPP1CC	P36873
HMCES	Q96FZ2
SSUH2	Q9Y2M2
THOC1	Q96FV9
TRAFD1	O14545
THOC3	Q96J01
THOC2	Q8NI27
THOC5	Q13769
THOC7	Q6I9Y2
THOC6	Q86W42
MORF4L1	Q9UBU8
MORF4L2	Q15014
C20orf96	Q9NUD7
UBR4	Q5T4S7
UBR3	Q6ZT12
UBR2	Q8IWV8
UBR1	Q8IWV7
UBR7	Q8N806
UBR5	O95071
PPDPFL	Q8WWR9
COA4	Q9NYJ1
COA3	Q9Y2R0
COA1	Q9GZY4
OTOL1	A6NHN0
LHX3	Q9UBR4
PUDP	Q08623
LHX2	P50458
LHX1	P48742
LHX6	Q9UPM6
LHX4	Q969G2
LHX9	Q9NQ69
LHX8	Q68G74
NOB1	Q9ULX3
UBTF	P17480
KRTAP5-3	Q6L8H2
KRTAP5-2	Q701N4
KRTAP5-1	Q6L8H4
COA7	Q96BR5
COA6	Q5JTJ3
COA5	Q86WW8
PLA2G12A	Q9BZM1
KRTAP5-9	P26371
PLA2G12B	Q9BX93
